	ST-00010415_t1	ST-00010415_t2	ST-00010421_t1	ST-00010421_t2	ST-00011458_t1	ST-00011458_t2	ST-00044073_t1	ST-00044073_t2	ST-00044885_t1	ST-00044885_t2	ST-00045433_t1	ST-00045433_t2	ST-00057286_t1	ST-00057286_t2	ST-00057532_t1	ST-00057532_t2	ST-00060623_t1	ST-00060623_t2	ST-00062958_t1	ST-00062958_t2	ST-00075023_t1	ST-00075023_t2	ST-00128432_t1	ST-00128432_t2	ST-00177454_t1	ST-00177454_t2	ST-00242187_t1	ST-00242187_t2	ST-00286016_t1	ST-00286016_t2	ST-00286572_t1	ST-00286572_t2	ST-00287578_t1	ST-00287578_t2	ST-00295414_t1	ST-00295414_t2	ST-00319255_t1	ST-00319255_t2	ST-00320227_t1	ST-00320227_t2	ST-00339988_t1	ST-00339988_t2	ST-00360236_t1	ST-00360236_t2	ST-00418342_t1	ST-00418342_t2	ST-00423444_t1	ST-00423444_t2	ST-00466055_t1	ST-00466055_t2	ST-00505289_t1	ST-00505289_t2	ST-00525539_t1	ST-00525539_t2	ST-00531850_t1	ST-00531850_t2	ST-00550067_t1	ST-00550067_t2	ST-00596988_t1	ST-00596988_t2	ST-00597582_t1	ST-00597582_t2	ST-00606222_t1	ST-00606222_t2	ST-00611296_t1	ST-00611296_t2	ST-00616972_t1	ST-00616972_t2	ST-00622319_t1	ST-00622319_t2	ST-00624870_t1	ST-00624870_t2	ST-00630737_t1	ST-00630737_t2	ST-00631493_t1	ST-00631493_t2	ST-00632345_t1	ST-00632345_t2	ST-00634998_t1	ST-00634998_t2	ST-00641613_t1	ST-00641613_t2	ST-00648002_t1	ST-00648002_t2	ST-00651926_t1	ST-00651926_t2	ST-00652037_t1	ST-00652037_t2	ST-00653378_t1	ST-00653378_t2	ST-00656708_t1	ST-00656708_t2	ST-00659767_t1	ST-00659767_t2	ST-00660767_t1	ST-00660767_t2	ST-00685031_t1	ST-00685031_t2	ST-00705243_t1	ST-00705243_t2	ST-00705245_t1	ST-00705245_t2	ST-00708220_t1	ST-00708220_t2	ST-00709819_t1	ST-00709819_t2	ST-00711931_t1	ST-00711931_t2	ST-00714687_t1	ST-00714687_t2	ST-00718962_t1	ST-00718962_t2	ST-00723045_t1	ST-00723045_t2	ST-00730777_t1	ST-00730777_t2	ST-00731125_t1	ST-00731125_t2	ST-00731336_t1	ST-00731336_t2	ST-00731705_t1	ST-00731705_t2	ST-00732959_t1	ST-00732959_t2	ST-00739471_t1	ST-00739471_t2	ST-00745902_t1	ST-00745902_t2
DAS28	l	l	l	l	l	l	l	m	l	l	m	m	l	l	l	m	l	l	l	l	m	m	l	l	m	l	h	m	l	l	l	l	l	l	l	l	l	l	m	m	m	l	m	l	m	l	h	h	m	h	l	l	l	l	l	l	l	h	m	m	l	l	l	m	l	l	l	m	l	l	l	l	l	m	m	m	h	l	l	m	l	l	l	l	m	l	m	m	m	m	m	m	m	m	m	l	m	l	l	l	h	h	l	l	l	l	l	h	m	m	m	m	l	l	m	m	l	m	h	h	l	m	l	l	l	l	l	l
100015836	1.5118	1.0881	0.3366	0.7282	0.6622	0.4404	1.3245	1.4805	0.8548	0.3366	0.7403	0.3366	2.5267	1.8526	1.3539	1.1179999999999999	2.4156	2.4434	0.7946	0.9087	0.4092	0.5294	1.4754	1.5997	1.3780000000000001	1.2409999999999999	0.3366	0.3366	0.6589	0.6563	2.7128	2.2556	0.9075	1.4294	1.2105	0.3366	0.3366	1.6645	1.0531	0.9476	1.1228	0.3366	0.6158	1.4909	0.5116	0.3366	0.8281	0.9901	0.8234	0.6948	1.0271	1.5124	0.8744	0.9691	1.6504	1.7297	0.996	0.9296	0.889	0.3366	0.8109	0.6491	0.4706	1.0278	1.8931	2.0424	1.4094	1.0	0.3366	0.3366	1.1638	1.0181	0.9574	1.0311	1.0421	1.4092	0.3366	0.9469	0.3366	0.9819	0.7233	0.7908	0.9532	0.3366	0.8299	0.9031	1.2224	0.9264	0.8889	0.7431	0.6198	0.755	1.6669	1.4477	0.3366	0.9637	1.0134	0.9349	1.3214	1.2452	0.7895	1.0928	0.7628	0.6597	1.0447	0.9763	1.2282	1.0753	0.8802	1.3873	1.0428	1.0929	1.0123	1.0219	1.1	0.7325	0.6555	0.7853	0.7141	1.1045	0.6464	0.7466	0.925	0.5994	0.6942	0.7588	0.6957	0.3366
100004208	4.0486	2.2747	0.5716	0.7817	1.0082	1.3832	1.1651	1.9647	1.5567	0.2222	0.9857	0.1766	1.1713	1.89	2.3742	4.1532	1.4880000000000002	1.2628	1.9788	2.2692	0.3515	0.2512	2.3027	2.5552	3.0017	0.8683	0.6535	0.3839	0.2668	0.9993	1.2357	1.0007	2.4236	3.0193	1.9453	1.6926	1.6769	0.6712	1.551	1.5564	0.3047	0.2309	0.8375	0.6456	0.6962	1.0304	2.2765	1.1388	2.2614	0.8833	1.0303	1.1758	7.0478	8.7869	0.5345	0.3521	0.9918	1.1315	0.5796	1.7118	1.1179999999999999	1.3237	0.6603	0.4065	0.6298	0.8921	4.6531	2.5986	0.7012	0.7674	0.547	0.2034	0.8676	0.7512	1.6629	1.7206	0.6462	0.3454	0.08199999999999999	0.1769	1.2381	0.6077	1.1843	1.4287	0.5405	1.609	0.3358	0.3139	0.1465	0.1454	2.3898	2.1089	0.9279999999999999	0.639	1.1926	2.9538	0.2155	0.2126	0.5132	0.4088	0.2121	0.2888	3.0825	1.6001	0.6969	1.3833	1.4247	1.5411	1.6271	1.0485	0.8997	1.3879	0.6131	0.5752	0.4189	0.0291	0.7015	0.5996	0.429	0.3599	1.0151	0.2941	0.7794	0.9943	5.5565	0.9935	0.5233	1.4461
100020492	1.0561	2.0524	0.3816	0.733	0.5203	0.2362	1.2333	1.2148	0.4763	1.1211	0.1009	0.5953	1.8253	0.2854	2.2099	2.6519999999999997	2.2151	2.0525	0.2388	0.9526	0.3863	0.2254	0.2331	0.1802	2.8311	1.278	0.8896	1.109	0.083	0.1357	4.4868	11.7244	0.4855	0.0578	0.4786	0.5941	3.3574	1.5053	3.0851	1.0839	2.3892	3.1256	0.6272	0.5505	1.2022	2.1298	0.5304	1.0301	1.2736	1.3072	2.9136	2.7344	0.0578	0.0578	0.3369	1.1206	0.7611	0.3117	0.9309	0.7377	0.4398	0.0578	1.2756	0.5351	0.6883	1.2427	7.6129999999999995	1.8646	1.0253	2.1773	2.3177	0.8867	1.1429	0.0578	0.2069	0.5928	0.6486	0.4164	0.4401	0.8338	0.4402	0.9747	0.6491	1.2698	1.3273	0.6318	1.6844	1.6883	0.5677	0.2042	0.9484	1.5742	2.7636	1.5275	0.1137	1.0	0.2756	0.2475	2.4512	1.8914	1.6268	0.8827	1.6585	1.6048	1.5235	2.052	1.1169	1.4617	1.3064	0.3008	0.9975	1.0294	0.0578	0.08900000000000001	0.523	0.0687	0.0578	0.0578	0.701	0.1846	0.218	0.2642	2.6184	1.4931	0.89	2.0121	0.2031	0.2663
100008933	0.7507	1.4923	1.2363	0.8778	0.7644	1.6678	0.4203	0.8635	0.517	0.7115	0.9605	0.4203	0.6815	0.6432	1.7225	1.2233	0.4203	0.8874	0.4203	0.7298	0.9904	0.9898	1.1801	0.9619	0.5770000000000001	0.5184	1.4080000000000001	1.0217	0.6314	1.7138	0.8615	0.6759	0.7682	0.7675	1.5219999999999998	1.0008	0.4772	0.6426	0.7435	0.8436	0.6977	0.6662	0.8652	0.8819	0.5665	0.7691	1.6842	1.153	0.7908	2.6881	1.3482	1.685	0.5326	1.1351	1.0	1.4857	0.9184	1.536	1.1166	1.5168	0.9363	1.3405	0.7698	0.7992	1.1822	0.5225	0.8578	0.8996	0.4203	0.7119	1.2464	1.2833	1.4831	6.9667	1.1051	1.3004	1.038	0.8929	0.8485	1.1176	1.1365	0.8632	4.2981	0.4203	0.794	1.0671	1.7771	1.9258	1.504	1.2321	0.4203	0.9952	0.7449	1.1671	1.5798	0.9352	0.7437	0.8143	0.8963	0.4203	1.4319	1.4977	0.7874	0.9875	1.7249	1.3155	0.6194	0.9992	1.0644	0.9782	0.5457	1.0290000000000001	0.8529	0.9916	1.0228	2.3549	1.31	1.2285	1.2949	1.2026	0.6826	1.62	1.4093	1.252	1.0916	1.3164	0.4514	1.0381
100001392	1.1685	1.7528	1.0328	0.8387	0.6709999999999999	0.9076	2.5431	4.4751	0.7243	2.0637	1.0402	1.1028	0.6786	0.9992	0.8816	0.8554	1.4856	1.2784	1.1969	1.9202	1.3311	0.5102	0.8857	0.8744	0.69	2.4937	0.6256	0.9688	1.4988	1.4408	2.3611	1.0212	1.2517	1.237	2.3238	1.8541	1.0403	1.5692	0.2783	0.6155	1.5094	0.9883	1.1199	2.4712	2.2733	2.2247	0.6579	0.7834	0.5162	0.6537	2.0622	0.8834	1.8806	1.815	1.6432	1.8562	1.2841	0.6431	0.5873	1.0008	1.1914	1.4945	0.6611	1.1387	0.7507	0.6071	1.0787	0.7027	1.0272	1.1439	0.8338	0.7717	1.2917	1.1357	0.9514	1.3841	1.3413	0.7714	0.8448	0.7165	0.7594	0.9728	1.2741	0.4223	0.5755	0.5217	0.4642	0.5582	1.7264	0.4089	0.5513	0.2671	0.3852	0.4344	1.0195	0.2906	1.8378	2.3652	0.8643	1.192	1.5472	1.1396	0.9555	0.6505	1.4219	1.5297	0.4948	0.4092	1.3331	1.7764	0.4609	0.7911	0.4323	0.7073	1.9482	3.1884	0.7051	1.4721	1.3513	1.4801	0.5451	1.1143	1.5373	0.2515	0.7469	1.44	0.8640000000000001	0.6755
100020536	12.4532	3.1471	1.1658	0.2068	0.8563	3.1486	0.5543	0.4368	4.1129	0.1303	0.0198	0.0418	0.8271	2.1187	3.593	6.5264	0.2199	0.2706	4.5045	7.202999999999999	0.6329	0.2584	1.8737	4.0329	4.7729	0.612	0.8812	0.5188	0.9031	0.7054	3.2546	2.526	6.7498	6.0887	1.8833	3.4688	0.8694	0.2738	1.7853	3.1056	0.14800000000000002	0.3885	1.203	0.5534	1.2418	4.0753	3.5727	2.8248	3.2008	0.6181	1.2112	1.3898	5.975	7.6732	0.7943	0.086	1.8814	1.4988	0.5948	2.8477	2.1594	1.9477	0.9636	0.5774	0.0663	0.1831	3.5898	6.6721	0.7378	0.5712	0.6474	0.1331	3.8003	2.8019	2.6577	0.5908	0.33	0.282	0.0575	0.0198	1.2295	0.0772	1.5258	2.8823	1.7843	4.5524	0.2018	0.2471	0.0745	0.1132	3.0608	4.2112	0.2969	0.1148	1.3035	3.681	0.1323	0.0458	0.5016	0.1608	0.2293	0.207	4.1429	1.5548	0.2674	0.7487	0.5558	0.6029	4.6273	1.4711	0.3307	1.2258	1.3204	1.3606	0.0384	0.0198	2.1578	0.8759999999999999	0.2115	0.3481	2.1296	0.2372	0.5259	1.1717	1.9393	1.0364	0.812	2.6002
798	0.4146	0.6765	0.4043	0.8728	0.4294	1.2927	1.0034	1.177	1.088	0.5769	1.4135	1.8573	1.104	0.3927	1.1781	0.9253	1.0632	0.5061	0.4708	0.3255	0.7637	0.8665	0.5592	0.8743	0.3967	0.8269	0.9579	0.9564	1.4423	1.7022	0.9977	0.6742	1.2122	1.1539	0.4772	1.1684	0.8713	0.4121	0.9966	0.6819	1.0395	1.0129	1.1111	0.7076	1.1463	0.5444	1.1666	1.7152	0.9242	1.9358	0.3255	0.7502	0.9848	0.9445	1.2061	0.7256	0.3255	0.8487	1.5314	0.6213	0.4617	1.1012	0.8408	1.2636	0.9071	0.5819	0.3255	0.7889	1.0	1.1223	0.8553	1.3213	1.0604	1.2442	1.3477	1.7239	0.7109	1.1762	0.9139	0.4759	0.741	1.9305	0.7359	1.2513	0.6522	1.1438	0.9359999999999999	2.0973	1.686	0.515	1.042	1.5509	0.3255	0.5104	1.0821	0.6798	0.3255	0.9007	1.5678	1.4791	1.2062	1.3130000000000002	0.3683	0.3255	0.8886	1.6368	0.8404	1.0394	1.3221	0.3255	0.6487	1.4086	1.3076	0.8082	1.4741	1.6159	0.9611	0.9035	1.6811	2.1884	0.5687	0.3255	1.1685	1.0019	1.0766	1.1023	0.3255	1.3264
100001757	2.4765	2.7385	0.374	1.5864	0.5442	1.9732	0.3948	15.8368	3.4462	0.1603	0.2187	0.903	9.4396	3.1037	1.0003	0.9745	2.2748	0.5887	10.1926	14.2727	2.7259	4.1655	0.2212	0.0861	0.1664	0.0527	0.7835	0.2423	1.8144	1.749	36.5165	35.4831	0.1812	0.1013	1.5092	2.2578	0.0817	0.2051	3.4979	4.3011	0.5161	0.1676	0.2272	0.3115	0.1476	0.2177	1.7293	0.3952	0.9172	2.861	14.0889	20.9882	0.0527	0.0527	7.2777	22.5927	5.0254	0.2873	1.0503	0.7494	0.0527	1.0801	0.1071	0.8691	1.9049	11.2405	8.1246	3.252	1.5716	2.0806	11.1659	11.4323	0.9962	1.0488	0.3671	1.1602	0.262	0.268	4.9284	4.6493	0.5556	0.8118	0.1935	0.9688	0.2656	1.034	0.59	8.2108	20.4161	16.4651	0.2328	4.7926	1.4763	1.5903	0.10800000000000001	0.1654	0.6655	2.1638	0.16399999999999998	0.535	4.204	3.6855	8.6726	0.2891	1.1695	0.2969	1.6574	0.9997	1.1822	0.1526	1.7616	0.5749	0.3025	0.9199	0.1925	0.0527	0.0527	1.0945	0.8213	1.0251	0.6568	1.4493	31.151999999999997	1.453	3.4356	0.2186	0.2581	0.5076
100002113	0.5374	1.2102	0.6708	0.878	0.9605	0.67	0.6345	0.4912	0.3659	0.3659	0.4633	0.3659	0.3659	0.619	1.0513	1.3347	0.3659	0.9996	1.5172	2.1242	1.0078	0.8567	0.8196	0.9620000000000001	0.3659	0.7161	0.6982	0.5317	0.3659	0.3659	0.9593	0.867	1.3683	1.7256	0.8542	0.8159	1.1584	1.2992	1.0226	0.6567	0.9075	0.7403	1.1354	1.4621	1.0231	0.84	0.3659	0.3659	1.0402	0.3659	1.1468	1.3382	0.3659	0.8115	0.8119	1.2058	1.2444	0.8641	0.7333	0.9065	0.6122	0.9038	0.3659	1.0004	0.9967	1.0896	0.3659	0.9108	0.3659	0.3659	1.2813	1.3719999999999999	1.0269	0.7212	0.7084	1.273	0.7995	1.013	0.6691	0.7616	1.1092	1.52	2.1997	1.6528	0.3659	1.0631	0.3659	0.688	1.3667	1.0451	0.5907	0.754	0.8521	1.0722	0.3659	0.3659	0.3659	0.3659	0.3659	0.3659	1.3023	1.2129	1.1457	1.3638	1.4717	1.0266	0.8745	1.1027	0.9504	1.6325	1.1772	1.0658	0.8972	1.0033	0.8281	0.9895	1.5066	1.5561	0.9242	0.6251	0.9653	1.3287	0.7301	0.3659	1.4945	1.3636	1.2152	0.5322
100004322	7.4481	0.8699	3.8046	0.9965	1.557	4.2947	2.4819999999999998	1.0613	0.5736	0.1269	0.4007	0.3337	2.1055	2.3892	9.2525	3.2923	6.9139	5.2186	0.7602	1.9935	3.582	3.0278	1.7114	1.0433	0.8626	7.1579999999999995	0.4026	5.5681	1.0676	1.0328	0.094	0.1056	3.1479	3.2784	1.486	1.1938	1.7067	3.5261	2.6116	1.0408	0.5379	0.3594	5.1027	0.9002	0.9057	1.0822	1.0273	0.2314	0.9512	0.7233	0.6726	0.9329	0.5963	0.9082	0.4861	0.8437	0.3453	1.0417	0.3052	0.4433	0.841	0.6818	0.1299	0.4446	3.4544	0.9565	1.2369	1.2324	0.3561	3.0835	5.7285	1.6989	0.4572	0.4794	1.1081	3.5302	2.4786	0.6984	0.3231	0.9890000000000001	2.1742	0.8042	0.1138	0.9215	1.706	2.4001	0.5953	0.4794	0.4517	0.4039	0.8465	2.7672	3.0916	1.7379	1.8957	1.2447	0.8314	0.2147	0.7895	1.3613	1.1203	0.5349	0.5341	1.8728	0.9727	0.6488	0.5739	1.8894	1.1405	5.2393	1.1004	0.8893	0.5343	0.4501	1.1587	0.0877	0.446	0.2406	1.0035	0.3879	1.253	0.9738	1.4716	1.2496	3.1657	1.6345	0.4178	0.4002
100009233	0.2489	0.7307	0.4428	1.2619	1.4846	1.0	1.4502	0.2558	0.7475	1.207	1.5272	0.1104	0.6767	0.2838	4.4693	1.0511	0.4608	1.0757	0.2061	0.1179	0.7761	5.3106	0.5427	0.2397	0.5954	1.465	0.7290000000000001	0.4545	1.0522	0.8102	3.5254	4.387	1.0071	1.1682	1.2362	0.7086	2.1548	5.1626	0.7378	1.742	1.8881	0.8515	2.5398	5.5694	0.8083	0.6168	0.402	0.299	0.8367	0.7113	3.3659	4.2032	0.6654	1.1144	3.2871	4.3484	1.0233	0.7917	1.2237	1.5404	2.1655	0.4237	0.6028	1.2042	5.6358	2.0978	1.6596	0.934	0.0348	0.3403	0.7131	0.5738	0.4587	0.3323	3.1335	1.9682	0.5385	1.5233	2.4053	2.2966	1.5564	0.84	0.995	2.9304	0.6186	1.4723	0.3305	0.2525	2.5933	2.4722	0.7821	0.7398	4.3407	0.5327	0.4538	0.1833	2.6736	0.7892	1.0976	0.7609	0.3618	0.3584	1.7092	1.0383	2.1766	0.8727	1.0758	2.0827	0.6408	1.0365	0.2892	0.5624	2.0796	0.9481	1.0739	1.8088	0.5065	0.7484	1.3827	0.3297	1.3203	0.4963	1.3907	1.2372	1.2711	0.8852	1.8792	0.2053
100005946	2.0601	1.6941	1.3625	1.482	0.9013	0.5774	4.7192	2.3945	0.4536	0.8251	0.2042	0.1886	1.0259	1.5765	1.0454	1.2944	1.4542	2.3628	0.1536	0.2052	0.6832	0.8742	1.4204	1.22	2.4145	1.45	0.8075	0.429	1.4084	1.1945	1.0708	0.7192	1.0792	0.9862	0.5243	0.4591	0.3049	0.4195	1.4684	1.6387	0.708	0.937	0.6519	0.5724	0.2778	0.2149	1.4308	0.9816	0.7313	0.5989	1.5901	1.7269	0.8265	0.8517	0.6789	1.0285	1.454	1.4888	1.4741	0.9018	0.7146	0.4405	0.6436	1.0311	0.8289	1.7127	0.6066	0.7601	0.7034	1.1092	0.9074	0.4915	1.9646	1.1674	0.623	0.5425	1.6808	1.5432	0.7814	1.0138	2.6977	3.1297	0.9271	1.0312	0.9439	0.9063	1.5986	1.0511	0.6503	1.511	1.0	0.1798	0.7179	0.2368	1.5616	1.4254	1.5665	1.3982	1.24	1.52	0.3972	0.4858	1.1244	1.1159999999999999	1.5427	1.3421	1.0703	0.9675	0.8126	1.2733	0.9846	0.7016	0.9574	0.8342	0.6957	1.2301	1.0154	0.9073	0.2337	0.3711	1.0337	0.9808	0.9165	0.6028	1.2079	0.9397	0.9772	1.0942
100015759	0.2061	0.5598	0.3507	1.4455	1.6965	1.1574	1.5722	0.1524	0.8029999999999999	1.3517	1.8083	0.1298	0.7708	0.2679	6.2266	1.2348	0.3961	1.1179999999999999	0.2454	0.1298	0.4756	3.7407	0.6431	0.2674	0.562	1.3499	0.8952	0.6388	1.2819999999999998	0.9686	3.5227	4.5442	1.0	1.2179	1.4002	0.5232	2.1459	5.3363	0.8517	1.9161	1.6427	0.6954	2.2062	5.5262	1.1923	0.7717	0.4091	0.2909	0.792	0.8158	3.0965	4.149	0.5559	1.1569	2.5688	3.5095	1.0017	0.7042	1.6423	1.6957	2.1181	0.3229	0.7455	1.3637	4.8433	1.9312	1.6288	0.8495	0.1298	0.3301	0.5949	0.4022	0.5424	0.1352	3.1201	2.1641	0.4028	1.6302	1.9996	2.3993	1.6563	0.9317	0.8043	3.5287	0.8390000000000001	1.7395	0.3225	0.2373	2.2774	2.1563	0.7506	0.73	5.8693	0.6485	0.4099	0.1376	2.5177	0.8759999999999999	0.9983	0.6623	0.4072	0.44799999999999995	2.1292	1.5482	2.2726	0.8146	1.2336	2.3761	0.7538	1.1859	0.3512	0.5991	2.1175	0.8635	1.2237	1.4408	0.5515	0.7901	1.6627	0.3545	1.6247	0.6593	1.3885	1.3434	0.8113	0.6116	2.092	0.1729
100001988	3.9696	7.3839	0.2997	0.3749	0.4118	0.4068	2.0338	4.1038	0.4815	0.486	5.1221	2.7479	0.5824	0.9906	0.7227	0.5108	1.9888	0.5802	2.7801	1.4369	1.1174	0.9268	1.2175	1.2987	3.7113	2.8694	80.0662	84.9145	1.5279	1.6216	0.5515	0.3359	2.1279	3.1486	3.0848	18.3805	0.0647	0.2565	2.2004	2.0939	0.8579	0.9301	0.3353	0.3808	0.4821	0.3404	0.7182	0.1733	0.4044	0.2971	0.8976	1.8318	3.3222	2.5610000000000004	1.1768	1.6064	0.3899	0.9823	1.8815	2.0484	0.2997	0.6048	1.7337	2.2221	4.6501	6.1252	0.5806	0.5018	59.1146	1.5945	2.3278	3.2068	0.536	0.6682	0.0647	0.3237	0.7016	0.8052	0.965	1.6701	0.0864	0.0713	0.5425	0.8437	0.1983	0.16399999999999998	1.2323	1.6107	0.5927	0.544	0.8283	0.6095	0.2013	0.4404	0.1006	0.0647	0.0647	0.0647	2.8116	2.2433	1.199	1.3379	1.2249	0.7702	1.4929	1.8203	1.3699	0.7804	2.2325	3.8421	0.0647	0.2879	5.1957	22.2472	1.6325	17.6174	4.4986	2.4512	4.0662	7.1057	1.0948	1.4061	0.2175	0.3648	0.6757	0.9418	7.8909	8.6703
100001605	3.1692	1.4274	0.6415	0.8599	1.6544	1.8804	0.4032	0.5546	2.0017	0.3137	0.1472	0.1124	1.2822	2.0209	2.2903	3.64	1.1572	1.3263	1.3718	1.5499	0.6917	0.5871	1.7107	1.9514	2.3922	0.4093	1.032	0.4866	0.1783	1.0390000000000001	1.2897	1.3318	2.6748	2.6023	2.3133	1.5868	1.3522	0.5015	1.9838	2.1952	0.16399999999999998	0.0874	0.6648	0.4467	1.3243	1.6841	2.3081	1.0245	1.6187	0.6982	0.774	1.4665	3.9052	4.7768	0.5427	0.3895	0.6701	1.0042	0.4328	1.3162	1.3726	1.6249	0.9322	0.8209	0.7983	1.0516	3.4759	2.1641	0.6792	0.9641	0.9915	0.281	1.1201	1.1165	1.8799	1.7619999999999998	0.4965	0.2771	0.0714	0.1588	1.0983	0.583	1.0895	1.6219999999999999	0.9736	1.8187	0.3467	0.2674	0.2495	0.1993	2.3407	2.8716	0.8555	0.6027	1.3471	3.1956	0.3061	0.2683	0.4584	0.3409	0.2232	0.2708	2.1619	0.997	0.8201	0.7953	1.5787	1.8924	1.7158	1.2112	0.3888	0.5121	0.9958	0.6057	0.2452	0.0373	0.9307	0.4592	0.3663	0.2577	1.4848	0.4841	0.6837	1.5772	4.4705	0.7593	0.5812	1.4321
100001121	0.9433	1.0601	1.8014	2.3848	2.6219	1.2213	0.4895	0.7728	2.3434	1.0892	1.5128	5.8734	0.9269	0.5665	10.5354	5.5698	1.6775	1.0348	0.6559	0.4956	0.8772	0.8648	1.119	1.4203	1.9579	2.1919999999999997	1.5266	0.7098	0.4502	0.4339	11.9341	3.531	2.0875	4.1499	0.3411	0.4134	3.7148	1.3982	0.9003	0.619	0.4342	4.122	4.3987	4.367	2.1266	1.45	50.4951	2.9458	10.3585	1.5033	0.6308	0.5615	1.8473	0.7583	4.3372	4.2971	10.3204	9.3612	1.2256	0.3837	6.3084	4.6352	1.2436	1.7154	5.5005	5.2203	1.2279	73.7074	0.6581	1.2307	0.07	0.0362	0.2667	0.5867	0.762	0.9069	2.1525	1.6947	0.9652	0.6846	6.6307	4.4623	0.2114	0.5134	1.1967	1.4516	0.7112	2.0121	0.6894	57.9045	0.4739	0.272	0.5342	0.3907	3.5955	11.935	1.0312	0.6007	1.1915	0.8303	0.3448	0.4188	0.4973	0.4464	0.583	0.7933	0.7909	1.0779	0.5285	0.5241	2.2689	1.2872	1.0523	0.9688	0.4683	0.3236	0.8863	1.0731	0.2512	0.3477	1.74	2.9355	0.2219	1.206	0.7171	1.1318	0.3823	0.4719
100001868	1.7381	4.8937	0.4597	10.8604	7.5199	7.5862	1.3382	0.5725	1.4323	0.3076	0.532	0.3649	1.4268	0.8729	5.6091	5.8177	5.617000000000001	4.239	1.2517	0.5327	1.9314	2.0669	0.4481	0.6065	1.2407	0.5079	0.3535	0.4189	1.5936	0.9067	1.7269999999999999	1.8818	0.3512	0.3477	3.3295	0.873	0.5518	2.1334	1.9703	1.7911	1.2725	0.8499	1.2043	0.3066	0.8728	0.9539	0.2263	0.3091	3.4363	2.7142	0.3866	0.7011	1.2666	0.9283	1.0942	0.2079	0.0589	0.2019	0.3168	7.6245	0.2639	0.4881	2.6602	4.1361	1.6474	1.2262	1.0288	1.1379	0.5891	1.4215	3.6045	0.7642	0.35700000000000004	0.7864	0.5196	1.0578	1.5716	1.0002	1.1042	2.41	0.9712	1.173	0.1016	0.3498	0.4408	1.3458	2.3466	1.4148	2.0162	0.452	1.1968	0.7174	3.8559	0.196	2.5024	2.6313	0.5874	0.8429	0.4291	0.4766	0.3594	0.9548	8.4291	0.9998	0.909	0.8675	1.6695	1.5004	1.3613	0.4123	0.4187	0.703	1.5045	2.7136	0.2273	0.0593	0.508	0.5872	0.2636	0.3548	0.8943	3.2185	2.4299	2.3354	7.3612	0.5771	0.3804	1.1156
100021012	3.2479	1.2335	0.2695	0.9911	1.1111	0.294	1.4689	1.1993	0.6205	0.1124	0.5214	0.1124	2.5873	1.3248	1.5422	1.391	1.0	2.2872	0.7916	0.3037	1.5619999999999998	0.3235	5.2327	1.4203	1.1073	0.7569	0.3256	0.2668	0.1488	0.4368	1.43	2.6241	1.2191	2.5321	1.0231	0.4249	1.5754	0.778	1.9732	1.2375	0.6003	0.4757	1.0663	0.588	2.6997	2.8926	2.9611	1.2415	0.1294	0.1124	1.4098	0.9973	1.3144	1.1592	0.6136	1.0523	0.1671	1.3107	0.4232	0.5461	0.8661	1.9045	10.8627	1.6767	1.1071	1.9699	1.3565	0.8033	0.9411	1.0027	6.7218	0.934	0.3867	0.9656	0.4369	1.899	1.9232	1.3706	0.6712	0.2586	0.5755	0.8793	0.316	0.7614	1.5763	1.6964	0.5296	1.1144	1.2249	1.1852	0.7606	1.6232	0.5338	0.1124	3.0872	1.8357	0.4604	0.6585	0.76	0.5538	0.6281	1.0083	1.0423	1.7122	3.7745	0.8977	2.0813	0.5903	3.509	2.5955	0.9451	0.3534	0.7538	0.1456	0.368	0.4054	0.2729	0.1332	0.5157	0.1124	0.5117	1.4727	0.7575	1.3363	0.9877	0.5033	0.39299999999999996	0.5732
1162	1.1305	1.0859	1.0699	0.7834	0.7319	0.7876	1.2622	1.5201	0.7956	0.9420000000000001	2.7872	0.7571	0.8487	0.6224	1.1934	0.9365	1.2176	1.1294	1.2431	1.2996	0.8402	1.6009	1.1575	1.0491	1.7774	1.8191	0.7675	1.0014	1.1114	1.5461	0.7312	0.9386	1.3311	1.5347	0.8057	1.0888	0.7673	0.8585	0.4501	0.7726	0.7577	0.7992	0.9986	1.2222	0.7544	1.1044	0.807	0.9091	0.6929	1.4624	0.6934	0.75	1.1355	1.3504	0.7955	0.9024	0.7824	0.7493	1.0945	1.1906	1.2816	1.1413	0.6931	0.7594	0.9309	1.1389	0.7658	0.6448	1.0632	1.1703	0.6682	0.5407	0.6059	0.8934	1.3007	1.4503	1.4688	1.1552	0.6512	0.6592	1.2156	1.7819	0.6549	0.9193	0.7267	0.6965	0.9077	1.2969	1.0009	0.8647	1.3687	1.3194	0.7351	0.7212	1.0501	1.1587	1.3482	1.5061	1.2931	1.2817	1.0287	1.3006	0.8454	0.9520000000000001	0.9174	0.9158	0.9991	0.8472	1.06	0.96	1.4103	2.4143	0.9618	0.8257	0.9258	1.3152	1.2622	1.1278	3.9459	6.8420000000000005	0.7383	1.2753	0.7718	0.9986	0.9804	1.0984	1.1275	1.1802
