	ST-00010415_t1	ST-00010415_t2	ST-00010421_t1	ST-00010421_t2	ST-00011458_t1	ST-00011458_t2	ST-00044073_t1	ST-00044073_t2	ST-00044885_t1	ST-00044885_t2	ST-00045433_t1	ST-00045433_t2	ST-00057286_t1	ST-00057286_t2	ST-00057532_t1	ST-00057532_t2	ST-00060623_t1	ST-00060623_t2	ST-00062958_t1	ST-00062958_t2	ST-00075023_t1	ST-00075023_t2	ST-00128432_t1	ST-00128432_t2	ST-00177454_t1	ST-00177454_t2	ST-00242187_t1	ST-00242187_t2	ST-00286016_t1	ST-00286016_t2	ST-00286572_t1	ST-00286572_t2	ST-00287578_t1	ST-00287578_t2	ST-00295414_t1	ST-00295414_t2	ST-00319255_t1	ST-00319255_t2	ST-00320227_t1	ST-00320227_t2	ST-00339988_t1	ST-00339988_t2	ST-00360236_t1	ST-00360236_t2	ST-00418342_t1	ST-00418342_t2	ST-00423444_t1	ST-00423444_t2	ST-00466055_t1	ST-00466055_t2	ST-00505289_t1	ST-00505289_t2	ST-00525539_t1	ST-00525539_t2	ST-00531850_t1	ST-00531850_t2	ST-00550067_t1	ST-00550067_t2	ST-00596988_t1	ST-00596988_t2	ST-00597582_t1	ST-00597582_t2	ST-00606222_t1	ST-00606222_t2	ST-00611296_t1	ST-00611296_t2	ST-00616972_t1	ST-00616972_t2	ST-00622319_t1	ST-00622319_t2	ST-00624870_t1	ST-00624870_t2	ST-00630737_t1	ST-00630737_t2	ST-00631493_t1	ST-00631493_t2	ST-00632345_t1	ST-00632345_t2	ST-00634998_t1	ST-00634998_t2	ST-00641613_t1	ST-00641613_t2	ST-00648002_t1	ST-00648002_t2	ST-00651926_t1	ST-00651926_t2	ST-00652037_t1	ST-00652037_t2	ST-00653378_t1	ST-00653378_t2	ST-00656708_t1	ST-00656708_t2	ST-00659767_t1	ST-00659767_t2	ST-00660767_t1	ST-00660767_t2	ST-00685031_t1	ST-00685031_t2	ST-00705243_t1	ST-00705243_t2	ST-00705245_t1	ST-00705245_t2	ST-00708220_t1	ST-00708220_t2	ST-00709819_t1	ST-00709819_t2	ST-00711931_t1	ST-00711931_t2	ST-00714687_t1	ST-00714687_t2	ST-00718962_t1	ST-00718962_t2	ST-00723045_t1	ST-00723045_t2	ST-00730777_t1	ST-00730777_t2	ST-00731125_t1	ST-00731125_t2	ST-00731336_t1	ST-00731336_t2	ST-00731705_t1	ST-00731705_t2	ST-00732959_t1	ST-00732959_t2	ST-00739471_t1	ST-00739471_t2	ST-00745902_t1	ST-00745902_t2
100001757	2.4765	2.7385	0.374	1.5864	0.5442	1.9732	0.3948	15.8368	3.4462	0.1603	0.2187	0.903	9.4396	3.1037	1.0003	0.9745	2.2748	0.5887	10.1926	14.2727	2.7259	4.1655	0.2212	0.0861	0.1664	0.0527	0.7835	0.2423	1.8144	1.749	36.5165	35.4831	0.1812	0.1013	1.5092	2.2578	0.0817	0.2051	3.4979	4.3011	0.5161	0.1676	0.2272	0.3115	0.1476	0.2177	1.7293	0.3952	0.9172	2.861	14.0889	20.9882	0.0527	0.0527	7.2777	22.5927	5.0254	0.2873	1.0503	0.7494	0.0527	1.0801	0.1071	0.8691	1.9049	11.2405	8.1246	3.252	1.5716	2.0806	11.1659	11.4323	0.9962	1.0488	0.3671	1.1602	0.262	0.268	4.9284	4.6493	0.5556	0.8118	0.1935	0.9688	0.2656	1.034	0.59	8.2108	20.4161	16.4651	0.2328	4.7926	1.4763	1.5903	0.10800000000000001	0.1654	0.6655	2.1638	0.16399999999999998	0.535	4.204	3.6855	8.6726	0.2891	1.1695	0.2969	1.6574	0.9997	1.1822	0.1526	1.7616	0.5749	0.3025	0.9199	0.1925	0.0527	0.0527	1.0945	0.8213	1.0251	0.6568	1.4493	31.151999999999997	1.453	3.4356	0.2186	0.2581	0.5076
100001988	3.9696	7.3839	0.2997	0.3749	0.4118	0.4068	2.0338	4.1038	0.4815	0.486	5.1221	2.7479	0.5824	0.9906	0.7227	0.5108	1.9888	0.5802	2.7801	1.4369	1.1174	0.9268	1.2175	1.2987	3.7113	2.8694	80.0662	84.9145	1.5279	1.6216	0.5515	0.3359	2.1279	3.1486	3.0848	18.3805	0.0647	0.2565	2.2004	2.0939	0.8579	0.9301	0.3353	0.3808	0.4821	0.3404	0.7182	0.1733	0.4044	0.2971	0.8976	1.8318	3.3222	2.5610000000000004	1.1768	1.6064	0.3899	0.9823	1.8815	2.0484	0.2997	0.6048	1.7337	2.2221	4.6501	6.1252	0.5806	0.5018	59.1146	1.5945	2.3278	3.2068	0.536	0.6682	0.0647	0.3237	0.7016	0.8052	0.965	1.6701	0.0864	0.0713	0.5425	0.8437	0.1983	0.16399999999999998	1.2323	1.6107	0.5927	0.544	0.8283	0.6095	0.2013	0.4404	0.1006	0.0647	0.0647	0.0647	2.8116	2.2433	1.199	1.3379	1.2249	0.7702	1.4929	1.8203	1.3699	0.7804	2.2325	3.8421	0.0647	0.2879	5.1957	22.2472	1.6325	17.6174	4.4986	2.4512	4.0662	7.1057	1.0948	1.4061	0.2175	0.3648	0.6757	0.9418	7.8909	8.6703
100001605	3.1692	1.4274	0.6415	0.8599	1.6544	1.8804	0.4032	0.5546	2.0017	0.3137	0.1472	0.1124	1.2822	2.0209	2.2903	3.64	1.1572	1.3263	1.3718	1.5499	0.6917	0.5871	1.7107	1.9514	2.3922	0.4093	1.032	0.4866	0.1783	1.0390000000000001	1.2897	1.3318	2.6748	2.6023	2.3133	1.5868	1.3522	0.5015	1.9838	2.1952	0.16399999999999998	0.0874	0.6648	0.4467	1.3243	1.6841	2.3081	1.0245	1.6187	0.6982	0.774	1.4665	3.9052	4.7768	0.5427	0.3895	0.6701	1.0042	0.4328	1.3162	1.3726	1.6249	0.9322	0.8209	0.7983	1.0516	3.4759	2.1641	0.6792	0.9641	0.9915	0.281	1.1201	1.1165	1.8799	1.7619999999999998	0.4965	0.2771	0.0714	0.1588	1.0983	0.583	1.0895	1.6219999999999999	0.9736	1.8187	0.3467	0.2674	0.2495	0.1993	2.3407	2.8716	0.8555	0.6027	1.3471	3.1956	0.3061	0.2683	0.4584	0.3409	0.2232	0.2708	2.1619	0.997	0.8201	0.7953	1.5787	1.8924	1.7158	1.2112	0.3888	0.5121	0.9958	0.6057	0.2452	0.0373	0.9307	0.4592	0.3663	0.2577	1.4848	0.4841	0.6837	1.5772	4.4705	0.7593	0.5812	1.4321
100001121	0.9433	1.0601	1.8014	2.3848	2.6219	1.2213	0.4895	0.7728	2.3434	1.0892	1.5128	5.8734	0.9269	0.5665	10.5354	5.5698	1.6775	1.0348	0.6559	0.4956	0.8772	0.8648	1.119	1.4203	1.9579	2.1919999999999997	1.5266	0.7098	0.4502	0.4339	11.9341	3.531	2.0875	4.1499	0.3411	0.4134	3.7148	1.3982	0.9003	0.619	0.4342	4.122	4.3987	4.367	2.1266	1.45	50.4951	2.9458	10.3585	1.5033	0.6308	0.5615	1.8473	0.7583	4.3372	4.2971	10.3204	9.3612	1.2256	0.3837	6.3084	4.6352	1.2436	1.7154	5.5005	5.2203	1.2279	73.7074	0.6581	1.2307	0.07	0.0362	0.2667	0.5867	0.762	0.9069	2.1525	1.6947	0.9652	0.6846	6.6307	4.4623	0.2114	0.5134	1.1967	1.4516	0.7112	2.0121	0.6894	57.9045	0.4739	0.272	0.5342	0.3907	3.5955	11.935	1.0312	0.6007	1.1915	0.8303	0.3448	0.4188	0.4973	0.4464	0.583	0.7933	0.7909	1.0779	0.5285	0.5241	2.2689	1.2872	1.0523	0.9688	0.4683	0.3236	0.8863	1.0731	0.2512	0.3477	1.74	2.9355	0.2219	1.206	0.7171	1.1318	0.3823	0.4719
100009331	0.2335	0.529	0.4183	1.2502	1.2137	0.9446	1.3336	0.2707	0.7091	1.1327	1.5316	0.1217	0.6632	0.2983	5.0383	1.2862	0.4724	1.1386	0.2381	0.1227	0.6813	5.1683	0.6939	0.2966	0.5489999999999999	1.3064	0.7811	0.4718	1.2664	0.7629	3.9229	5.0549	1.5049	1.2778	1.0733	0.5624	2.2934	5.9469	0.7713	1.4455	1.6758	0.7739	2.7657	6.0025	0.9947	0.7517	0.295	0.2793	0.8744	0.8473	3.3021	4.425	0.7377	1.1809	3.6774	4.7508	0.9199	0.9376	1.4080000000000001	1.8447	2.1968	0.3834	0.5272	1.1852	5.2751	2.0008	1.5795	0.9246	0.1217	0.3585	0.6337	0.4114	0.617	0.4081	3.3598	1.9267	0.5014	1.5535	2.2565	2.2356	1.7771	1.0609	1.0053	3.1477	0.5094	1.2187	0.255	0.297	2.5553	1.9347	0.7190000000000001	0.7584	3.6260000000000003	0.3825	0.473	0.2093	2.9353	0.7343	1.1646	0.7558	0.3977	0.4316	1.5551	0.9127	2.0724	0.8154	1.4068	2.5817	0.5825	1.0554	0.2709	0.6263	2.3161	0.815	1.1675	1.4055	0.3698	0.703	1.9141	0.3986	1.4174	0.4949	1.1415	1.2553	1.2855	0.9489	2.04	0.2375
100021374	0.20199999999999999	0.7339	4.1203	6.3974	2.025	3.4696	0.1214	0.1096	1.3	1.2634	0.0456	0.0456	1.9741	2.1812	0.6819	4.89	0.0456	3.0934	0.1699	0.5553	2.0602	2.336	3.1201	2.6693	3.1741	3.1602	0.4053	0.5361	0.59	0.7801	0.5861	1.8846	1.4017	0.4648	0.7609	1.1683	3.6011	1.4619	1.3743	0.3542	0.6415	0.2314	1.8964	8.4917	0.8294	0.4313	0.1624	0.0456	0.5912	0.6988	0.3279	0.1233	1.432	0.3687	1.0716	0.4393	0.2464	0.22399999999999998	1.0775	2.3129	0.9682	0.8933	0.5357	1.4395	1.1583	1.528	0.5995	0.0456	0.8793	0.8883	1.8184	0.8909	0.2159	0.154	3.9688	3.0302	1.2059	5.9479	0.0949	0.1127	0.2156	0.5753	0.1061	0.7559	0.6769	0.4168	1.4382	0.4074	0.3224	0.9928	2.1112	0.5239	0.7688	1.0072	1.8122	1.2605	0.2034	0.0456	0.3278	1.278	0.2703	0.1486	0.7001	1.0243	0.8958	4.3746	1.9926	2.4616	0.4359	0.2583	0.0456	0.0456	1.6099	1.151	2.8923	0.1967	0.3274	0.0456	0.494	1.1415	1.7642	0.8824	0.3517	0.6809	1.6853	2.3039	1.4134	0.9223
100002126	6.6126	8.0178	0.2993	0.2526	2.946	2.0539	1.2394	1.2782	0.5551	0.6564	2.6933	1.1238	1.8893	2.1924	1.3791	1.0789	0.4015	0.5836	0.7891	1.7792	0.2316	0.1959	1.0822	1.0188	0.6298	0.8517	29.7366	33.3745	0.2666	0.2738	0.0391	0.0391	5.5167	6.4478	1.7769	1.7114	0.0391	0.2373	0.5093	0.8277	1.173	1.1698	0.0391	0.0391	0.1413	0.185	6.2719	4.4311	1.9155	0.4757	0.7657	1.1315	3.8709	3.7612	0.6227	0.6626	0.6322	0.6737	0.7892	0.7006	0.3182	0.4447	0.7596	0.64	4.5769	5.8115	2.2641	2.3305	4.8488	2.0842	1.9987	2.2992	0.1383	0.0568	2.5335	3.2789	0.0391	0.0391	2.1961	3.4715	0.0391	0.0391	0.517	0.5725	0.1245	0.0994	0.2844	0.3589	1.1178	0.8532	0.8089	0.4922	0.7101	2.312	0.0391	0.0391	0.0391	0.0391	0.6242	0.4319	5.5896	5.8092	0.5262	0.363	1.4164	1.0135	1.4763	0.7791	2.2903	2.5752	1.7324	2.2314	0.5795	1.0003	2.5739	6.8941	1.367	1.0	0.6329	1.7189	0.3782	0.5652	0.0892	0.0391	0.5053	0.5884	14.6881	13.2611
250	3.2084	3.7071	1.1423	2.3317	0.4168	0.6501	1.0479	1.4006	0.5766	1.4673	0.7587	1.0083	0.5308	1.3006	0.5097	0.7875	1.7486	2.2834	1.7504	1.3305	1.2947	0.6762	0.7469	1.7793	0.6814	1.9932	0.6956	0.8476	0.8649	0.84	1.7276	0.9598	1.0856	0.7724	1.0338	1.5402	1.9368	1.5503	1.375	1.6993	1.1669	1.3678	1.4249	1.702	0.7705	0.5035	0.4052	0.8168	2.1342	1.5021	1.2393	0.8734	0.7796	0.4382	1.5941	2.3464	0.9876	0.7847	0.6472	0.5527	1.3578	1.4685	0.7427	0.9152	1.5246	3.6441	1.3209	1.0027	2.1789	0.5864	1.6230000000000002	1.9337	1.7249	1.2071	0.5218	0.7243	0.8278	1.3307	0.8422	0.8815	2.8507	2.2302	1.2517	0.5034	0.5341	0.6072	0.9537	2.0192	0.9895	0.8904	0.7629	0.8498	0.7091	1.0132	1.287	0.6962	0.7204	0.8357	0.6411	0.9914	1.0869	1.0235	1.3433	1.0875	1.6986	1.8465	0.7413	0.8348	1.0865	1.3922	0.2692	0.4831	0.6773	1.3615	0.8443	0.9917	0.3804	1.0194	0.5042	0.6023	0.6544	1.1312	1.6025	1.1615	1.2812	2.4171	0.8036	0.6509999999999999
100000010	0.2248	0.1932	3.0439999999999996	4.4368	1.9503	3.0221	0.7981	0.4524	1.6461	1.5382	0.07	0.2437	5.5144	4.7941	0.1668	0.2533	0.0853	0.07	0.07	0.07	0.9147	2.5664	1.9836	3.8252	1.0328	0.6039	2.8141	0.8407	0.35600000000000004	1.0	0.8573	0.5032	1.3513	3.7959	1.5737	6.9137	0.1132	0.1286	2.0948	0.9905	0.3625	0.3777	0.4684	0.1296	0.0942	0.1343	0.2978	0.3041	0.4285	1.0909	0.6639	0.7959	3.1456	3.5295	2.6348	2.5338	0.341	0.5015	2.0235	2.0491	3.0121	3.966	1.6055	1.6627	0.8765	2.09	1.7093	0.07	0.1924	0.1273	0.2098	0.2044	0.07	0.6072	2.0774	2.8054	0.2875	0.2317	0.1594	0.2798	0.7973	1.0095	1.278	2.5757	2.7484	5.5037	1.0864	1.432	0.7120000000000001	1.1585	1.9019	4.6126	0.07	0.3342	1.8835	0.1189	0.1883	0.1492	0.0991	0.4894	0.7235	0.7938	1.9467	1.0022	0.6534	0.915	3.5397	2.2255	0.1442	1.5354	0.1909	0.07	2.5439	1.8386	0.2205	0.1571	1.9451	0.249	0.14300000000000002	0.2553	4.4676	3.0067	1.4677	1.7327	2.4603	0.4932	1.8011	1.6538
100001950	1.4351	1.9894	1.1192	1.3717	0.6866	1.0048	0.9098	1.0893	0.5406	1.0948	0.9034	1.1249	0.4979	1.0123	0.6589	1.0445	1.8817	2.0980000000000003	1.7895	1.3114	1.2293	0.7629	0.7419	1.0175	0.831	1.7701	0.6297	0.8038	0.7809	0.9672	0.9444	0.8746	1.2726	0.9006	1.1296	1.3723	2.3434	1.8297	1.9309	1.4681	0.992	0.9464	1.7221	1.9526	1.0523	0.7055	0.4807	0.805	1.6937	1.0017	1.0447	0.6377	1.0615	0.5815	1.4767	2.0769	1.3737	0.7581	0.7557	0.6546	2.3782	2.2245	0.8832	1.1147	0.7739	1.3626	1.0552	1.1095	0.2306	0.6526	1.5142	1.3854	1.7557	1.2094	0.8766	0.7481	0.9104	1.6038	1.0158	0.9865	3.5326	2.4244	1.1523	0.5711	0.5531	0.7225	0.7447	1.1049	0.9005	0.4687	0.8675	0.5046	0.6273	0.6356	1.3361	0.9328	0.8641	1.0702	0.6695	0.9511	1.074	1.002	1.361	1.1676	1.7434	2.5956	0.8949	0.9545	0.8227	0.8966	0.3398	0.3933	0.9952	1.7692	0.9983	1.1358	0.33799999999999997	1.1697	0.5412	0.3856	0.3946	0.8591	1.1368	1.2237	1.0521	2.4642	0.6533	0.5957
100000939	0.2068	1.3319	0.2284	0.4186	0.4178	0.679	3.2677	3.9732	1.0786	0.1717	0.3516	1.1191	1.8458	0.8723	1.1312	1.3385	1.8061	0.8075	1.1779	0.2455	0.2693	0.4339	8.4217	1.1207	15.2549	0.9331	0.1501	0.1542	0.1501	3.3397	0.1501	0.4678	0.1501	1.8053	0.1501	0.9803	3.1267	0.6617	5.9605	1.15	1.035	0.2553	0.9903	0.4331	0.8598	0.3397	7.8277	2.2207	0.8611	11.0227	1.0224	1.3134	3.5752	2.3480000000000003	0.1501	0.1501	0.6232	1.0097	0.6117	0.3448	1.4777	1.2537	0.4963	0.4674	1.0263	0.2286	0.1501	0.1501	0.1501	0.5129	1.0197	0.1501	0.1501	1.5642	0.1501	0.1983	2.3416	0.8916	1.3336	1.2471	0.9890000000000001	0.6095	0.4008	1.3959	1.368	0.9176	0.9548	0.5018	0.4143	1.5969	1.7422	0.5966	0.2442	0.7905	0.1501	1.225	1.4316	1.0101	0.2647	0.6882	0.7023	0.8068	0.4402	0.3959	1.3941	1.103	1.7298	0.46399999999999997	1.0393	1.5034	0.5444	3.8152	0.1738	0.1501	0.1501	1.1285	5.5163	0.6795	2.8588	0.3733	0.8449	0.2359	1.2771	9.9313	1.7257	0.6563	0.4654	0.8418
100006098	5.1538	1.6184	0.0406	0.0734	1.0403	2.8294	0.0437	0.11	3.8535	0.0911	0.0134	0.0141	2.6863	2.9246	5.2799	5.3959	0.0832	0.0911	1.7354	2.9476	1.2494	0.0781	1.8061	2.9832	4.6693	0.2058	0.3399	0.0498	0.0484	0.1471	2.5385	1.946	3.1144	4.6088	2.4491	2.6655	0.47200000000000003	0.0727	1.1939	3.4537	0.09	0.0329	1.2616	0.8436	0.8013	3.4151	4.4358	1.7099	3.0574	0.128	0.9315	0.9597	4.4989	5.8801	0.0675	0.0667	1.7281	2.4935	0.4408	2.2929	1.6271	1.7957	1.6772	0.1758	0.0694	0.1696	3.0911	2.7164	0.0736	0.0315	1.4901	0.0839	2.5072	3.0810000000000004	1.4941	0.3639	0.0897	0.0529	0.0089	0.0266	1.588	0.0356	2.6022	4.6113	1.0574	4.1269	0.0431	0.0666	0.0157	0.0355	1.7618	4.3204	0.0246	0.0214	1.6357	3.9327	0.0123	0.0122	0.9597	0.0356	0.1299	0.1273	4.8942	2.3861	0.0784	0.0978	0.3655	0.3331	2.7639	1.1968	0.2282	0.3249	0.4667	1.4446	0.0197	0.0089	1.8048	0.6667	0.0655	0.1218	3.4189	0.2217	1.0	1.5864	2.3021	1.8747	0.9016	2.5381
935	2.5216	4.5881	0.2966	0.6095	3.2781	3.0258	1.469	2.3007	3.7554	0.4118	6.7226	0.9677	0.8241	0.6285	7.8597	6.7937	4.968999999999999	1.6284	1.1087	0.5027	0.5273	0.6493	0.6062	0.4915	2.7733	0.3188	0.1313	0.4629	0.7615	7.1581	0.484	1.1839	0.6731	1.9947	0.7427	1.2079	2.1187	0.636	1.5406	0.8863	0.1519	0.0468	0.6866	1.1645	0.9844	1.8788	28.3355	13.2886	0.7132	10.03	0.5351	1.0778	4.8026	7.0886	0.0841	0.1592	0.1737	0.9222	0.0468	0.7399	0.5901	1.1871	0.47700000000000004	0.3353	0.8021	0.7806	0.7962	0.536	0.1344	0.2118	0.0468	0.54	0.9669	6.2352	0.8553	0.3785	0.6548	1.2399	2.9295	0.2395	2.5751	2.0259	0.6222	1.1924	0.9847	5.8027	0.6217	1.8932	0.6635	0.7518	0.6808	0.3941	0.9421	2.2345	3.3487	8.3434	1.1789	1.21	3.5031	3.4281	0.0468	0.1849	0.6602	0.5757	0.1639	0.0705	2.3657	1.7399	1.7338	1.7315	24.2469	8.2415	0.5322	1.5103	0.1714	0.2453	0.5339	1.089	1.6048	2.1242	0.0468	0.0468	0.2379	8.244	0.4805	0.0468	0.2916	3.9959
100003696	1.4805	1.4976	0.9173	1.5606	0.9269	0.9267	1.2107	0.5831	0.6564	1.9042	0.4293	0.5214	0.5443	1.4089	0.6933	0.8531	1.3780000000000001	2.029	1.0516	1.0291	1.2949	1.5406	0.9149	1.1491	0.7170000000000001	1.0495	0.9863	0.9081	0.8562	0.6252	2.1903	1.0463	0.841	0.6563	1.3682	2.3333	1.2675	1.0481	1.4533	1.2597	1.8699	1.1011	0.6949	1.1773	0.6593	0.5774	0.971	1.0548	1.4111	0.7868	0.7805	0.9545	0.6452	0.5084	1.591	1.7134	0.9681	0.8101	0.5537	0.5643	1.1125	1.4846	0.7817	1.5530000000000002	1.2678	2.0827	1.3408	0.9958	0.9219	0.7622	1.2143	1.1394	2.58	1.0221	0.4923	0.7664	0.7235	1.3132	0.779	1.3566	1.5217	1.0383	1.0401	0.6493	0.4976	0.8048	0.9670000000000001	1.0042	1.1999	1.3308	0.9616	2.153	1.2684	1.0271	0.8245	1.3204	0.9179999999999999	0.4662	0.8341	1.3091	0.8540000000000001	0.9779	3.1774	1.5808	2.2936	1.46	0.6929	0.9481	0.9058	1.3338	0.8281	0.9957	0.8363	0.6925	0.8311	0.8656	0.5707	1.1792	0.5781	0.9285	0.8024	1.0043	0.8043	1.0543	1.1159999999999999	1.7862	1.3083	0.965
100009333	0.294	1.0729	0.32	2.2408	0.9997	1.0003	1.645	0.2077	0.7591	1.7166	1.2713	0.2077	0.8557	0.5762	2.8827	0.9761	0.5429	1.8021	0.2077	0.2077	0.5461	3.4782	1.0594	0.6787	0.4749	0.9464	0.5978	0.3381	0.9466	0.604	7.4066	6.9122	0.3561	0.4611	1.1663	0.4191	0.8445	2.8448	0.4037	0.9428	1.4111	0.8162	2.2275	5.0422	0.2077	0.2077	0.6829999999999999	0.4926	1.2044	0.8096	4.6114	4.7772	0.8649	0.7849	3.3065	4.1087	0.8587	0.3911	1.4037	1.6913	2.0141	0.4558	0.6775	1.4424	7.3165	3.1742	1.2449	1.1061	0.2077	0.2077	0.7906	0.5778	0.2077	0.2077	2.745	2.3492	0.605	1.446	2.0696	2.2645	1.5059	0.7463	1.1601	2.9111	0.6388	1.9115	0.3943	0.3358	1.9014	1.1974	0.5631	0.4814	5.1214	0.5814	0.6686	0.2077	1.9451	0.7484	0.9506	0.5778	0.3206	0.3843	1.9347	1.0239	2.18	0.8632	0.7089	1.6576	0.4931	1.2329999999999999	0.2077	0.5643	1.0754	0.7505	1.1262	1.9238	0.2321	0.4838	0.6815	0.2077	2.8693	1.1926	2.3145	1.2299	0.9256	0.8789	1.3414	0.2077
100009246	1.3949	6.6327	1.4169999999999998	2.325	6.19	22.6155	0.9946	1.3258	0.8464	0.9197	1.173	1.5374	1.3184	0.7995	1.5141	1.3980000000000001	5.3672	1.9680000000000002	1.0136	0.9726	1.0675	2.1305	1.8744	1.3747	1.0257	0.5218	0.3987	0.4798	1.1028	1.9397	0.8582	0.8748	1.0779	1.5898	1.7838	0.8845	1.0472	0.9996	1.0005	0.8469	0.3749	0.4693	1.8017	0.7090000000000001	0.7773	0.6051	0.6855	0.9247	1.137	2.2711	0.4814	0.5519	1.0356	0.9159	0.152	0.5986	0.6251	0.152	0.8217	0.6493	1.1451	0.2588	0.5946	1.1179999999999999	1.9558	2.204	0.9995	0.6533	2.0271	1.7023	0.7183	0.8077	0.152	0.8904	0.152	1.2968	1.0	0.8290000000000001	0.5082	0.8341	1.7248	1.6167	0.6184	1.4392	0.6778	1.0094	2.7088	2.5503	2.9641	0.5058	1.5025	0.7484	1.4699	1.0447	1.3854	2.0179	0.7336	1.3762	0.6663	0.5068	0.8008	0.6031	0.5726	1.1669	0.6361	0.6345	1.7476	1.1192	0.6994	0.5877	0.8333	1.2855	1.5837	0.152	1.4129	0.1971	0.6664	0.8234	0.3269	0.152	0.5212	0.912	0.8544	1.2035	0.557	1.4848	0.5177	0.5942
100021363	2.3495	2.5513	0.4382	1.0883	5.2023	206.7962	0.1367	0.1367	3.9725	0.1367	0.3432	0.3224	1.3147	2.1767	5.5055	2.7265	1.6424	0.7769	0.8140000000000001	0.8694	1.2492	1.0164	170.8155	662.0083	220.1711	0.19	0.271	0.4661	0.74	0.8671	0.1367	0.6158	1.5714	0.9666	1.6322	1.3204	0.1983	0.1367	1.1437	1.0	0.1367	0.1367	0.7955	0.7959	0.6892	7.1162	11.1902	10.582	2.3057	1.8745	0.1649	0.8671	0.9483	3.0705	0.1367	0.1367	0.2954	1.2145	0.8985	0.8837	0.6937	0.5917	4.6826	0.2453	1.5656	1.0408	0.6455	0.8807	0.2394	0.5597	2.1492	0.3818	0.5332	0.5561	1.167	0.3209	0.8616	0.1367	3.3971	1.7667	1.0008	0.15	4.1653	24.8653	0.9718	93.2718	0.4262	0.2839	0.1367	0.1367	0.612	2.0041	11.3514	10.8804	0.8457	3.5978	0.1367	0.1367	0.3107	2.3062	0.1534	0.2343	0.5298	0.1367	0.3932	0.4874	1.4624	1.4936	2.4141	2.9623	11.0591	0.1367	0.3524	0.1367	0.3464	0.1367	0.7001	0.2827	0.3305	0.1367	4.5312	0.1367	1.6204	3.3379	0.6697	0.1999	0.1691	1.0
100001510	2.8148	2.6375	0.7221	1.4132	0.9553	1.5982	1.1737	0.5683	1.081	1.5786	1.5619999999999998	7.2788	2.0666	1.2935	7.8876	1.6671	1.2846	1.3704	0.6099	0.5473	0.4618	0.5751	2.5343	1.5792	0.5815	0.7561	1.4631	0.9181	2.4266	0.7552	0.9746	0.9917	0.8566	1.0866	1.7805	1.7039	0.9441	1.1583	1.8639	0.8399	0.3139	1.1286	2.2328	2.5644	1.0281	0.2429	0.7915	0.4661	4.2985	0.0873	1.5949	2.543	0.732	0.9648	1.2358	0.7368	0.4484	0.5101	1.5530000000000002	1.1451	0.4549	2.5456	1.1338	1.6209	1.0988	1.81	1.1035	0.3827	1.3547	0.9929	1.8263	2.3926	0.4906	0.3249	0.541	0.6428	1.1091	4.2191	0.5672	1.2041	0.7937	1.2395	0.5038	0.8952	0.5344	0.5027	0.4674	0.3776	0.7187	0.4503	1.0928	1.1814	0.2946	0.4305	1.2407	1.5474	1.2712	1.3113	2.6927	4.3728	0.4736	1.4569999999999999	1.2086	0.6156	0.6529	0.8244	1.0457	1.6881	0.721	1.0809	0.3618	0.8241	1.003	0.5348	1.2604	1.3283	0.3	0.1677	1.0083	0.42700000000000005	2.645	0.4468	2.055	1.9758	0.6474	0.856	0.5648	0.5394
100001767	1.5577	0.8981	3.1478	0.5696	1.2109	0.3697	0.3766	0.4058	0.8765	0.4748	0.5159	0.5794	0.7301	1.0221	1.7767	1.6454	0.8525	0.6261	0.4944	0.7152	0.8169	0.5982	1.3106	1.1452	2.3008	0.3038	1.8607	2.4909	1.6992	5.587999999999999	0.1042	0.7766	2.3275	0.8928	1.1141	0.9786	0.7027	0.4218	2.6077	2.1915	0.579	0.2778	0.5811	0.4671	0.8809999999999999	1.0318	1.1547	0.5469	0.1468	5.1631	0.5166	1.1218	0.3173	1.2987	0.1505	0.4083	0.2931	1.2368	3.1403	0.6171	1.6636	1.4272	0.4715	0.1738	0.5509	4.0472	1.2677	2.1723	0.7469	0.8318	1.5002	0.7203	1.0285	0.5157	0.8232	1.9419	3.8014	0.547	1.3515	1.9517	0.8251	0.622	0.4648	2.2430000000000003	1.4268	1.2867	1.8883	3.1002	1.0	1.6613	1.3662	2.6102	1.0118	1.7364	2.1237	2.1201	0.2099	0.3836	1.03	0.898	0.6916	0.3512	1.3161	0.7752	1.7767	0.5079	2.8725	0.9615	5.6914	1.0193	1.054	0.4845	4.8829	1.5278	1.1373	0.1042	1.1469	0.7619	2.1824	0.5038	2.6713	0.3053	3.4338	2.7631	0.4939	0.1741	0.3031	0.3753
